Id,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index (for debugging)
a02f4000006n72sAAA,08/23/2017,05/14/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,1647
a02f4000006n7KgAAI,08/24/2016,05/16/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,1737
a02f4000006n7KhAAI,09/25/2017,09/26/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1736
a02f4000006n7AkAAI,08/29/2013,05/12/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COGNITIVE SCIENCE,2736
a02f400000Bli2EAAR,09/10/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2735
a02f400000Bli2FAAR,02/26/2018,03/30/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2734
a02f400000BlhzzAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,830
a02f400000Bli3HAAR,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,347
a02f4000006n6ppAAA,08/23/2017,12/11/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,39
a02f4000006n6tmAAA,09/27/2017,,11/28/2018,Attending,Bachelor's,NSC,,,955
a02f4000006n70UAAQ,09/23/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2837
a02f4000006n70TAAQ,08/01/2016,09/07/2016,11/28/2018,Transferred out,Bachelor's,NSC,,,2836
a02f4000006n70WAAQ,08/20/2016,12/15/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2835
a02f4000006n70VAAQ,08/22/2015,12/17/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2834
a02f4000006n6u0AAA,09/24/2015,12/04/2015,11/28/2018,Withdrew,Bachelor's,NSC,,,1049
a02f4000006n6u1AAA,09/26/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1048
a02f400000BlhxwAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2812
a02f4000006n7FEAAY,09/07/2016,05/08/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,560
a02f4000006n7FFAAY,09/05/2017,05/25/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,559
a02f4000006n6phAAA,01/25/2016,05/20/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,47
a02f4000006n6pgAAA,09/27/2014,12/10/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,46
a02f4000006n6pVAAQ,08/24/2016,12/14/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,148
a02f400000Bli8nAAB,09/04/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,147
a02f4000006n7MfAAI,09/25/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2016
a02f4000006n6lQAAQ,09/04/2013,05/22/2014,11/28/2018,Transferred out,Bachelor's,NSC,,,2031
a02f400000BlhyJAAR,01/16/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2030
a02f4000006n6lPAAQ,08/18/2014,12/15/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2029
a02f4000006n79GAAQ,01/22/2015,05/22/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,872
a02f400000Bli06AAB,05/29/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,871
a02f4000006n79HAAQ,08/27/2012,12/20/2014,11/28/2018,Transferred out,Bachelor's,NSC,,,870
a02f4000006n6qcAAA,08/23/2016,02/16/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,2591
a02f4000006n70oAAA,09/24/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2555
a02f4000006n6gbAAA,08/25/2014,05/12/2017,11/28/2018,Graduated,Bachelor's,NSC,B.A.,INTERNATIONAL STUDIES,193
a02f400000Bli9BAAR,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,187
a02f4000006n77pAAA,09/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,296
a02f4000006n6qQAAQ,08/26/2013,12/14/2013,11/28/2018,Transferred out,Bachelor's,NSC,,,672
a02f4000006n6qSAAQ,01/17/2017,12/13/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,671
a02f4000006n6qRAAQ,01/13/2014,12/17/2016,11/28/2018,Graduated,Certificate,NSC,CERTIFICATE PROGRAM,FIRE TECHNOLOGY,670
a02f4000006n7HKAAY,05/31/2016,06/21/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1784
a02f4000006n7HMAAY,06/16/2014,08/09/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1783
a02f4000006n7HLAAY,06/24/2013,06/16/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,NUTRITION,1782
a02f4000006n7HNAAY,06/13/2016,07/31/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1781
a02f400000Blhz9AAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,442
a02f4000006n724AAA,08/17/2016,12/07/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,441
a02f4000006n70NAAQ,09/03/2013,06/03/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,VISUAL ARTS,2605
a02f400000Bli1UAAR,08/25/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1278
a02f400000Bli0WAAR,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,213
a02f4000006n7J0AAI,09/14/2015,,11/28/2018,Attending,Bachelor's,NSC,,,244
a02f4000006n6sLAAQ,08/27/2014,12/19/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,1484
a02f4000006n6sKAAQ,02/01/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1483
a02f4000006n6vuAAA,08/21/2017,,11/28/2018,Attending,Bachelor's,NSC,,,302
a02f4000006n6vvAAA,08/17/2015,05/17/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,301
a02f4000006n7I7AAI,09/26/2013,06/16/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,1623
a02f4000006n7I8AAI,06/15/2015,09/24/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1622
a02f4000006n6uiAAA,08/25/2014,05/06/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,742
a02f400000Bli6NAAR,05/29/2018,08/23/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,741
a02f4000006n6ulAAA,09/26/2016,04/20/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,740
a02f4000006n6ukAAA,08/16/2017,,11/28/2018,Attending,Bachelor's,NSC,,,739
a02f4000006n6ujAAA,09/02/2015,12/18/2015,11/28/2018,Withdrew,Bachelor's,NSC,,,738
a02f400000Bli8uAAB,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1506
a02f4000006n78tAAA,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2303
a02f4000006n7McAAI,08/19/2014,05/17/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,1848
a02f400000Bli3AAAR,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1847
a02f4000006n7MdAAI,06/06/2016,09/16/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1846
a02f4000006n6tbAAA,08/24/2016,,11/28/2018,Attending,Bachelor's,NSC,,,1587
a02f4000006n6taAAA,06/19/2017,07/27/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1585
a02f400000Bli7iAAB,08/20/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1274
a02f400000Bli56AAB,09/24/2018,10/01/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,910
a02f4000006n7IyAAI,08/16/2017,08/28/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,909
a02f4000006n7LBAAY,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2261
a02f4000006n6isAAA,09/17/2016,,11/28/2018,Attending,Bachelor's,NSC,,,1005
a02f400000Bli4CAAR,01/16/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2551
a02f4000006n79LAAQ,08/20/2013,05/20/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ENGLISH,456
a02f400000Bli7FAAR,09/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,376
a02f400000Bli3qAAB,09/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1775
a02f4000006n783AAA,08/26/2013,12/18/2014,11/28/2018,Withdrew,Bachelor's,NSC,,,2211
a02f4000006n7DxAAI,08/29/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2178
a02f4000006n6mPAAQ,09/24/2015,,11/28/2018,Attending,Bachelor's,NSC,,,283
a02f400000Bli6eAAB,07/02/2018,07/04/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,282
a02f4000006n6mQAAQ,06/27/2016,09/16/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,281
a02f4000006n6v8AAA,09/23/2015,,11/28/2018,Attending,Bachelor's,NSC,,,498
a02f4000006n6v9AAA,08/22/2015,12/17/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,497
a02f4000006n6fWAAQ,10/01/2014,06/14/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,HUMAN DEVELOPMENT,981
a02f4000006n6fXAAQ,08/23/2014,12/18/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,980
a02f4000006n6krAAA,01/23/2017,03/28/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,233
a02f4000006n6kqAAA,09/21/2013,02/26/2014,11/28/2018,Withdrew,Bachelor's,NSC,,,232
a02f400000BlhzuAAB,08/22/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1504
a02f4000006n7OuAAI,09/23/2013,06/16/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS",2545
a02f400000BlhxYAAR,01/16/2018,05/24/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2544
a02f4000006n7OsAAI,06/15/2015,08/06/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2543
a02f4000006n7OpAAI,06/09/2014,09/19/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2542
a02f4000006n7OrAAI,08/21/2017,12/12/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2541
a02f4000006n7OqAAI,06/16/2014,08/09/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2540
a02f4000006n7OoAAI,06/03/2016,08/12/2016,11/28/2018,Transferred out,Bachelor's,NSC,,,2539
a02f400000BlhxXAAR,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2538
a02f4000006n7OtAAI,08/28/2017,09/08/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,2537
a02f4000006n7PIAAY,08/29/2016,,11/28/2018,Attending,Bachelor's,NSC,,,1164
a02f400000Bli6yAAB,09/25/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1410
a02f4000006n6mHAAQ,09/26/2016,02/12/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1409
a02f4000006n6vXAAQ,06/06/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2164
a02f400000Blhy8AAB,08/15/2018,08/27/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1210
a02f4000006n7OLAAY,08/20/2015,,11/28/2018,Attending,Bachelor's,NSC,,,228
a02f400000BlhzBAAR,08/20/2018,09/18/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,1388
a02f4000006n6wzAAA,06/08/2015,08/18/2015,11/28/2018,Transferred out,Bachelor's,NSC,,,2399
a02f4000006n6x0AAA,06/29/2015,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2398
a02f4000006n7JdAAI,09/30/2013,06/13/2014,11/28/2018,Transferred out,Bachelor's,NSC,,,1233
a02f4000006n7JcAAI,01/05/2015,06/12/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1232
a02f4000006n7JeAAI,09/22/2014,12/12/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1231
a02f400000Bli2tAAB,09/24/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2195
a02f4000006n6xBAAQ,05/31/2016,08/23/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1014
a02f4000006n6xAAAQ,05/30/2017,08/22/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1013
a02f400000Bli1jAAB,05/29/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1012
a02f4000006n6x9AAA,08/24/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1011
a02f4000006n7BdAAI,09/26/2012,12/09/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,HUMAN DEVELOPMENT,1830
a02f400000Bli0zAAB,09/05/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1829
a02f400000Bli0yAAB,06/11/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1828
a02f400000Bli10AAB,05/07/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1827
a02f4000006n7BeAAI,08/16/2017,12/16/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1826
a02f4000006n7KZAAY,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,307
a02f4000006n6lkAAA,09/26/2013,06/10/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,60
a02f400000Bli4KAAR,01/08/2018,04/28/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1032
a02f4000006n73WAAQ,08/17/2015,05/25/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1031
a02f400000Bli4JAAR,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1030
a02f4000006n73VAAQ,06/12/2017,07/20/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1029
a02f400000BlhwvAAB,05/29/2018,09/03/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2381
a02f4000006n6jcAAA,08/28/2017,05/20/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2380
a02f4000006n6jbAAA,08/25/2014,12/12/2014,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2379
a02f4000006n6jaAAA,08/26/2013,02/04/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2378
a02f4000006n6jZAAQ,01/27/2014,10/29/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2377
a02f4000006n6jYAAQ,08/26/2013,08/29/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2376
a02f4000006n6xUAAQ,09/05/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2776
a02f400000Bli6uAAB,09/26/2018,,11/28/2018,Attending,Bachelor's,NSC,,,23
a02f4000006n6kfAAA,08/24/2015,05/24/2017,11/28/2018,Withdrew,Bachelor's,NSC,,,2501
a02f400000Bli0aAAB,01/08/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2500
a02f4000006n6q8AAA,09/27/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1567
a02f4000006n6q9AAA,08/19/2017,12/14/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1566
a02f4000006n6gXAAQ,08/29/2012,12/17/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SOCIOLOGY,1363
a02f4000006n6gVAAQ,06/13/2016,07/21/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1362
a02f4000006n6gWAAQ,06/16/2014,08/09/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1361
a02f4000006n6wQAAQ,06/13/2016,08/06/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2158
a02f4000006n6wOAAQ,09/02/2014,05/11/2018,11/28/2018,Graduated,Bachelor's,NSC,BA,BIOLOGY,2157
a02f4000006n6wPAAQ,06/06/2016,09/16/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2156
a02f4000006n7LDAAY,08/29/2016,,11/28/2018,Attending,Bachelor's,NSC,,,650
a02f4000006n71iAAA,08/25/2014,05/05/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF BUSINESS ADMIN.,MANAGEMENT,625
a02f4000006n6s8AAA,08/14/2017,,11/28/2018,Attending,Bachelor's,NSC,,,1558
a02f4000006n6sBAAQ,09/26/2016,12/16/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1557
a02f4000006n6sAAAQ,12/10/2016,12/10/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,INTERCULTURAL PEACE AND JUSTICE,1556
a02f4000006n6s9AAA,08/29/2012,05/10/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,1555
a02f4000006n74yAAA,08/21/2012,12/14/2012,11/28/2018,Withdrew,Bachelor's,NSC,,,1187
a02f4000006n74xAAA,08/18/2014,09/02/2014,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1186
a02f4000006n75OAAQ,09/02/2014,05/04/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,WRITING & LITERATURE,917
a02f4000006n75PAAQ,06/12/2017,08/03/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,916
a02f400000Bli9CAAR,09/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1460
a02f4000006n7E4AAI,09/26/2016,06/30/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2705
a02f400000BlhxZAAR,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1759
a02f4000006n74XAAQ,06/13/2016,08/28/2016,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1514
a02f4000006n74YAAQ,09/19/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1513
a02f400000Bli1aAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,294
a02f4000006n77CAAQ,08/23/2017,05/14/2018,11/28/2018,Withdrew,Bachelor's,NSC,,,2639
a02f4000006n6sUAAQ,06/01/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1151
a02f4000006n6mEAAQ,09/23/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1570
a02f4000006n6mFAAQ,08/18/2015,12/10/2015,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1569
a02f4000006n6mDAAQ,01/20/2016,05/25/2016,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1568
a02f4000006n7DMAAY,06/12/2017,08/03/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1127
a02f4000006n7DLAAY,08/12/2017,08/12/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF BUSINESS ADMINISTRATION,INTERNATIONAL BUSINESS,1126
a02f4000006n7DKAAY,08/29/2011,05/07/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,1125
a02f400000Blhx4AAB,06/11/2018,07/19/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1666
a02f4000006n7GSAAY,08/16/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1665
a02f4000006n7OAAAY,09/28/2017,,11/28/2018,Attending,Bachelor's,NSC,,,2259
a02f4000006n6mmAAA,08/19/2013,12/19/2014,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2556
a02f4000006n73FAAQ,09/20/2017,,11/28/2018,Attending,Bachelor's,NSC,,,223
a02f400000Bli8iAAB,09/25/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2698
a02f400000BlhxrAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1733
a02f400000Bli1KAAR,09/26/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2360
a02f4000006n7KwAAI,08/24/2016,12/12/2016,11/28/2018,Transferred out,Bachelor's,NSC,,,1820
a02f4000006n7KyAAI,09/25/2017,12/15/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1819
a02f4000006n7KxAAI,09/26/2016,03/31/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1818
a02f4000006n7KvAAI,01/29/2018,05/25/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1817
a02f4000006n7ILAAY,06/27/2016,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,777
a02f400000Bli3nAAB,08/27/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1425
a02f4000006n7B6AAI,09/05/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,2463
a02f4000006n6wRAAQ,08/18/2014,12/11/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,304
a02f4000006n7OOAAY,01/07/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1612
a02f400000BlhxzAAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,75
a02f4000006n77zAAA,06/20/2016,,11/28/2018,Attending,Bachelor's,NSC,,,89
a02f400000Bli0QAAR,01/16/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,823
a02f400000Bli3sAAB,08/15/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1252
a02f4000006n6hiAAA,08/20/2012,12/17/2016,11/28/2018,Graduated,Bachelor's,NSC,BS IN COMPUTER SCIENCE,COMPUTER SCIENCE,1197
a02f4000006n7NRAAY,09/24/2015,,11/28/2018,Attending,Bachelor's,NSC,,,1342
a02f4000006n6rPAAQ,09/23/2015,06/15/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MANAGERIAL ECONOMICS,191
a02f4000006n6rSAAQ,08/19/2013,12/18/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,190
a02f4000006n6rRAAQ,01/13/2014,06/01/2015,11/28/2018,Graduated,Associate's,NSC,ASSOCIATE IN SCIENCE-TRANSFER,BUSINESS ADMINISTRATION: UC,189
a02f4000006n6rQAAQ,08/17/2011,08/10/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,188
a02f400000Bli7OAAR,08/18/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,368
a02f4000006n73bAAA,08/24/2015,05/24/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,465
a02f4000006n73cAAA,08/19/2017,,11/28/2018,Attending,Bachelor's,NSC,,,464
a02f4000006n7IWAAY,08/24/2016,,11/28/2018,Attending,Bachelor's,NSC,,,2809
a02f4000006n7FoAAI,08/20/2015,05/16/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,661
a02f4000006n7FnAAI,09/05/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,660
a02f4000006n6h1AAA,09/19/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2213
a02f4000006n7OEAAY,01/22/2015,01/04/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION STUDIES-BA,972
a02f400000Bli8BAAR,08/22/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1861
a02f4000006n7N0AAI,06/16/2014,08/09/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,962
a02f4000006n7N3AAI,08/31/2011,01/31/2016,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION STUDIES,961
a02f4000006n7N1AAI,07/02/2012,09/21/2012,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,960
a02f4000006n7N2AAI,06/17/2013,08/10/2013,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,959
a02f400000Bli1cAAB,08/15/2018,,11/28/2018,Attending,Bachelor's,NSC,,,1599
a02f400000Bli5UAAR,05/29/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,227
a02f4000006n7BBAAY,08/28/2017,05/03/2018,11/28/2018,Transferred out,Bachelor's,NSC,,,226
a02f400000Bli2AAAR,01/16/2018,05/25/2018,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,1934
a02f4000006n6ptAAA,01/17/2017,12/16/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1933
a02f4000006n7IKAAY,08/20/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2389
a02f4000006n6oBAAQ,09/25/2017,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,1399
a02f4000006n71FAAQ,01/13/2014,01/15/2018,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,SPANISH,2764
a02f4000006n71GAAQ,09/24/2012,12/14/2012,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,2763
a02f4000006n6rdAAA,08/28/2014,12/19/2014,11/28/2018,Transferred out,Bachelor's,NSC,,,353
a02f4000006n6rcAAA,01/22/2015,12/11/2015,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,352
a02f400000Bli7DAAR,01/17/2018,,11/28/2018,Attending,Bachelor's,NSC,,,649
a02f4000006n77jAAA,08/26/2013,05/17/2017,11/28/2018,Graduated,Bachelor's,NSC,BS,KINESIOLOGY,648
a02f4000006n77kAAA,05/27/2014,08/19/2014,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,647
a02f400000Bli8xAAB,08/27/2018,,11/28/2018,Attending,Bachelor's,NSC,,,785
a02f4000006n7OiAAI,01/09/2017,03/31/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1640
a02f4000006n7OjAAI,08/18/2014,12/08/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,1639
a02f4000006n7EZAAY,09/03/2013,05/11/2017,11/28/2018,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ART,2658
a02f4000006n79BAAQ,06/01/2015,,11/28/2018,Attending,Bachelor's,NSC,,,2061
a02f4000006n7NsAAI,08/28/2017,09/08/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,269
a02f400000Bli18AAB,09/24/2018,,11/28/2018,Attending,Associate's or Certificate (TBD),NSC,,,268
a02f400000Bli19AAB,09/25/2017,12/15/2017,11/28/2018,Withdrew,Associate's or Certificate (TBD),NSC,,,267
a02f400000Bli8WAAR,09/04/2018,,11/28/2018,Attending,Bachelor's,NSC,,,2302
a02f4000006n79JAAQ,08/30/2016,12/16/2017,11/28/2018,Transferred out,Bachelor's,NSC,,,2301
a02f4000006n79IAAQ,09/02/2014,02/26/2016,11/28/2018,Withdrew,Bachelor's,NSC,,,2300
a02f400000Bli8XAAR,01/16/2018,05/24/2018,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2299
a02f4000006n79KAAQ,06/12/2017,07/20/2017,11/28/2018,Transferred out,Associate's or Certificate (TBD),NSC,,,2298
a02f4000006n6rKAAQ,08/23/2017,,11/28/2018,Attending,Bachelor's,NSC,,,202
