Id,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index (for debugging),Enrollment_Status__c
a02f4000006n6yfAAA,2016-01-04,2016-12-09,2019-11-18,Transferred out,Bachelor's,NSC,,,215.0,H
a02f400000iSnCXAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,1020.0,Q
a02f4000006n7AEAAY,2017-08-23,,2019-11-18,Attending,Bachelor's,NSC,,,1380.0,F
a02f400000KbGeAAAV,2019-08-26,2020-05-16,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,NATURAL RES & ENVIRONMENTL MGT,3487.0,Q
a02f400000Bli5fAAB,2018-01-08,2018-05-11,2019-11-18,Withdrew,Bachelor's,NSC,,,3486.0,F
a02f400000Bli5eAAB,2017-09-25,2017-12-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3485.0,Q
a02f4000006n7A6AAI,2014-08-25,2017-08-09,2019-11-18,Transferred out,Bachelor's,NSC,,,3483.0,W
a02f400000G1i59AAB,2019-01-07,2019-05-10,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3484.0,
a02f400000Bli8DAAR,2018-08-16,,2019-11-18,Attending,Bachelor's,NSC,,,3453.0,L
a02f400000KbGa3AAF,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1611.0,L
a02f4000006n7FmAAI,2014-08-19,2018-05-19,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,3593.0,Q
a02f400000iSnCCAA0,2020-06-22,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3640.0,
a02f400000KbGa8AAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,3639.0,
a02f400000iSnE5AAK,2020-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,1632.0,F
a02f4000006n6lgAAA,2014-08-25,2015-05-21,2019-11-18,Transferred out,Bachelor's,NSC,,,3252.0,F
a02f4000006n6ljAAA,2017-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,3251.0,F
a02f4000006n6liAAA,2015-08-17,2016-12-15,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3250.0,Q
a02f4000006n6lhAAA,2014-06-09,2014-09-19,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3249.0,Q
a02f400000KbGhWAAV,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,2511.0,H
a02f400000Kbk7uAAB,2019-09-25,2020-10-01,2018-11-28,Withdrew,Bachelor's,Coordinator Verified,,,3038.0,W
a02f400000Blhy9AAB,2018-09-17,,2019-11-18,Attending,Bachelor's,NSC,,,3089.0,
a02f4000006n6kzAAA,2014-08-26,2018-01-15,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,2020.0,L
a02f400000Bli9AAAR,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,2019.0,W
a02f400000KbGafAAF,2019-09-21,,2019-11-18,Attending,Bachelor's,NSC,,,3355.0,F
a02f4000006n7OVAAY,2016-06-13,2016-07-23,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3799.0,Q
a02f4000006n7OUAAY,2015-08-17,2019-05-24,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE IN SCIENCE-TRANSFER,BUSINESS ADMINISTRATION:CSU,3798.0,
a02f400000KbGZIAA3,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,3797.0,
a02f400000KbGiBAAV,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,2284.0,
a02f400000iSnEHAA0,2020-08-19,,2019-11-18,Attending,Bachelor's,NSC,,,3407.0,L
a02f400000KbGeqAAF,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,2230.0,L
a02f4000006n6fMAAQ,2016-09-26,2020-02-06,2016-04-13,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,1059.0,Q
a02f400000Bli65AAB,2018-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,2616.0,Q
a02f400000KbGZbAAN,2019-07-01,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2615.0,
a02f400000KbGbDAAV,2018-08-21,2019-05-13,2019-11-18,Withdrew,Bachelor's,NSC,,,3421.0,
a02f4000006n75TAAQ,2014-09-01,2018-05-27,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,FILM STUDIES,1658.0,F
a02f4000006n71JAAQ,2016-08-24,2018-02-20,2019-11-18,Withdrew,Bachelor's,NSC,,,2591.0,L
a02f4000006n78NAAQ,2014-08-15,2018-05-11,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,RHETORIC BA,130.0,
a02f400000KbGYAAA3,2019-05-28,,2019-11-18,Attending,Bachelor's,NSC,,,2417.0,Q
a02f4000006n6peAAA,2015-09-30,2020-03-20,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS (MATHEMATICS),MATHEMATICS,3430.0,H
a02f400000iSn9QAAS,2020-06-29,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3245.0,F
a02f400000Bli2RAAR,2018-08-20,2020-08-29,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,BUSINESS ADMINISTRATION,2287.0,W
a02f4000006n71IAAQ,2016-08-22,2018-05-03,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE IN ARTS,BUSINESS ADMINISTRATION,2286.0,F
a02f4000006n6iwAAA,2017-09-11,,2019-11-18,Attending,Bachelor's,NSC,,,3969.0,
a02f400000KbGjVAAV,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,710.0,L
a02f400000PaNPGAA3,2020-01-13,2020-09-04,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,709.0,Q
a02f400000BlhxUAAR,2018-08-25,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2583.0,
a02f4000006n7L7AAI,2017-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,573.0,L
a02f400000iSnGPAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,572.0,L
a02f400000PaNQFAA3,2020-01-13,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,59.0,F
a02f4000006n7NmAAI,2015-01-22,2015-05-22,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,58.0,L
a02f4000006n7NlAAI,2014-01-13,2014-08-09,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,57.0,H
a02f400000iSnA6AAK,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,32.0,Q
a02f400000KbGcGAAV,2019-08-21,2020-07-07,2019-11-18,Withdrew,Bachelor's,NSC,,,3937.0,F
a02f400000Bli5CAAR,2017-09-25,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3936.0,F
a02f400000KbGa4AAF,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,1060.0,F
a02f400000Bli71AAB,2018-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,1338.0,
a02f400000BlhzpAAB,2018-08-21,2019-05-13,2019-11-18,Withdrew,Bachelor's,NSC,,,758.0,L
a02f4000006n73qAAA,2017-08-28,2017-12-16,2019-11-18,Transferred out,Bachelor's,NSC,,,1113.0,
a02f400000iSnBeAAK,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1112.0,L
a02f400000Bli2BAAR,2018-01-16,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1111.0,F
a02f400000KbGhrAAF,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1110.0,L
a02f400000iSnBdAAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1109.0,L
a02f400000iSnAzAAK,2020-08-31,,2019-11-18,Attending,Bachelor's,NSC,,,1118.0,L
a02f400000Bli72AAB,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,2553.0,
a02f400000KbGjOAAV,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,1108.0,F
a02f4000006n7MTAAY,2015-08-24,2017-12-22,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MANAGEMENT,2331.0,F
a02f4000006n7MSAAY,2013-08-26,2014-05-23,2019-11-18,Transferred out,Bachelor's,NSC,,,2330.0,
a02f4000006n7MRAAY,2014-09-22,2015-06-26,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2329.0,L
a02f400000Bli4VAAR,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,3202.0,F
a02f400000Bli3aAAB,2017-01-09,2017-05-04,2019-11-18,Transferred out,Bachelor's,NSC,,,748.0,F
a02f400000Bli3XAAR,2014-08-18,2015-12-11,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,747.0,Q
a02f400000Bli3YAAR,2017-08-16,2017-12-12,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,746.0,L
a02f400000Bli3ZAAR,2016-01-20,2016-12-16,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,745.0,
a02f400000Bli3bAAB,2018-01-22,2018-05-15,2019-11-18,Withdrew,Bachelor's,NSC,,,744.0,L
a02f400000iSnAvAAK,2020-06-01,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,428.0,
a02f400000KZCHKAA5,2019-06-03,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,427.0,Q
a02f4000006n6zMAAQ,2014-09-03,2016-05-20,2019-11-18,Transferred out,Bachelor's,NSC,,,426.0,L
a02f4000006n6zLAAQ,2016-09-26,2017-06-30,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,425.0,Q
a02f400000KbGhQAAV,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,3036.0,F
a02f400000KbGg2AAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,3129.0,
a02f400000KbGeLAAV,2019-09-26,,2019-11-18,Attending,Bachelor's,NSC,,,4135.0,F
a02f4000006n78qAAA,2013-08-28,2016-05-06,2019-11-18,Transferred out,Bachelor's,NSC,,,3056.0,Q
a02f4000006n78pAAA,2016-08-27,2017-05-26,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3055.0,W
a02f400000KbGdPAAV,2019-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,1997.0,L
a02f400000iSnBtAAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1996.0,F
a02f400000Bli75AAB,2018-09-26,,2019-11-18,Attending,Bachelor's,NSC,,,2431.0,L
a02f400000iSnF5AAK,2020-04-06,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3543.0,F
a02f4000006n7HuAAI,2015-08-20,2016-05-16,2019-11-18,Withdrew,Bachelor's,NSC,,,3542.0,H
a02f400000KZCJQAA5,2019-04-08,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3541.0,Q
a02f4000006n7HtAAI,2016-09-26,2017-10-09,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3540.0,Q
a02f400000G1i6zAAB,2018-12-17,2020-05-22,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE IN SCIENCE,INTERDISCIPLINARY STUDIES,40.0,F
a02f4000006n79LAAQ,2013-08-20,2017-05-20,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ENGLISH,529.0,L
a02f4000006n754AAA,2016-08-17,2018-05-17,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1272.0,Q
a02f400000KbGbFAAV,2019-06-10,,2019-11-18,Attending,Bachelor's,NSC,,,1293.0,
a02f400000KZCJSAA5,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2943.0,W
a02f400000Bli15AAB,2018-08-27,2019-05-17,2019-11-18,Transferred out,Bachelor's,NSC,,,2942.0,H
a02f400000KbGfyAAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,1757.0,
a02f400000KbGZtAAN,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,3149.0,W
a02f400000KbGiZAAV,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,848.0,L
a02f400000G1i6KAAR,2018-12-31,,2019-11-18,Attending,Bachelor's,NSC,,,1357.0,H
a02f4000006n7LZAAY,2017-06-26,2018-12-14,2019-11-18,Transferred out,Bachelor's,NSC,,,1356.0,
a02f400000PaNQEAA3,2020-01-08,,2019-11-18,Attending,Bachelor's,NSC,,,2923.0,W
a02f4000006n6iWAAQ,2017-08-28,2019-05-04,2019-11-18,Withdrew,Bachelor's,NSC,,,2922.0,F
a02f400000KbGY0AAN,2019-09-23,,2019-11-18,Attending,Bachelor's,NSC,,,3592.0,Q
a02f400000KZCI4AAP,2019-04-08,2019-10-29,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1779.0,
a02f400000PaNOSAA3,2020-01-13,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1778.0,F
a02f400000KbGhqAAF,2019-08-26,,2019-11-18,Attending,Bachelor's,NSC,,,2958.0,F
a02f4000006n6xeAAA,2017-08-28,2018-12-14,2019-11-18,Transferred out,Bachelor's,NSC,,,2957.0,L
a02f400000BlhxEAAR,2018-09-04,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,408.0,F
a02f4000006n767AAA,2017-09-05,2017-12-21,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,407.0,F
a02f400000iSnCNAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,3874.0,Q
a02f400000iSnDcAAK,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1078.0,F
a02f400000KbGYlAAN,2019-10-21,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1077.0,L
a02f400000G1i6lAAB,2019-01-07,,2019-11-18,Attending,Bachelor's,NSC,,,1075.0,Q
a02f4000006n70nAAA,2017-08-16,2018-12-17,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1076.0,F
a02f4000006n6mBAAQ,2017-08-26,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1056.0,F
a02f400000KbGfuAAF,2019-08-19,,2019-11-18,Attending,Bachelor's,NSC,,,1133.0,Q
a02f400000iSn9qAAC,2020-06-29,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1052.0,F
a02f400000Bli2wAAB,2018-09-27,,2019-11-18,Attending,Bachelor's,NSC,,,1410.0,F
a02f400000KbGaOAAV,2019-05-28,,2019-11-18,Attending,Bachelor's,NSC,,,3221.0,W
a02f400000KZCHVAA5,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3157.0,Q
a02f4000006n6m7AAA,2016-05-31,2020-05-20,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMS (PUBLIC RELATIONS) BA,3156.0,F
a02f400000Blhz8AAB,2018-09-26,2019-04-17,2019-11-18,Transferred out,Bachelor's,NSC,,,452.0,F
a02f400000iSnAoAAK,2020-08-19,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,451.0,F
a02f400000KZCJCAA5,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,450.0,L
a02f400000iSnEQAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,1732.0,Q
a02f400000iSnGFAA0,2020-06-29,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2905.0,Q
a02f4000006n747AAA,2016-09-21,2020-06-11,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,CIVIL ENGINEERING,423.0,H
a02f4000006n748AAA,2016-08-20,2016-12-15,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,422.0,W
a02f400000Bli4QAAR,2018-08-27,,2019-11-18,Attending,Bachelor's,NSC,,,557.0,L
a02f400000KbGcbAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2328.0,F
a02f4000006n6wfAAA,2017-09-07,,2019-11-18,Attending,Bachelor's,NSC,,,2326.0,H
a02f400000Bli1PAAR,2018-07-02,2018-09-14,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,2327.0,
a02f400000BlhzOAAR,2018-09-26,,2019-11-18,Attending,Bachelor's,NSC,,,1072.0,H
a02f400000KZCGqAAP,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1071.0,L
a02f400000KbGaJAAV,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1032.0,H
a02f400000Bli2gAAB,2018-09-24,2018-12-14,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,1031.0,
a02f4000006n7P9AAI,2015-09-02,2017-05-04,2019-11-18,Transferred out,Bachelor's,NSC,,,1070.0,F
a02f400000KbGgoAAF,2019-08-19,,2019-11-18,Attending,Bachelor's,NSC,,,1069.0,F
a02f4000006n7P8AAI,2017-07-03,2017-08-11,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1068.0,F
a02f400000KbGgnAAF,2019-09-03,2019-11-07,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1067.0,F
a02f4000006n7P7AAI,2017-06-19,2019-05-24,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE OF SCIENCE-TRANSFER,BUS ADMIN AST,1066.0,W
a02f400000PaNPmAAN,2020-01-06,,2019-11-18,Attending,Bachelor's,NSC,,,1065.0,Q
a02f400000iSn9tAAC,2020-08-31,,2019-11-18,Attending,Bachelor's,NSC,,,2628.0,F
a02f400000Bli6GAAR,2018-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,1817.0,F
a02f400000KZCHEAA5,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1816.0,F
a02f4000006n6mCAAQ,2016-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,795.0,
a02f400000KbGb7AAF,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1158.0,F
a02f400000Bli6jAAB,2018-08-22,2019-05-31,2019-11-18,Transferred out,Bachelor's,NSC,,,536.0,F
a02f400000KZCIdAAP,2019-08-12,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,535.0,F
a02f4000006n7FcAAI,2016-08-24,2017-12-11,2019-11-18,Withdrew,Bachelor's,NSC,,,187.0,
a02f400000BlhyoAAB,2018-09-26,,2019-11-18,Attending,Bachelor's,NSC,,,2090.0,
a02f400000Bli13AAB,2018-09-27,,2019-11-18,Attending,Bachelor's,NSC,,,966.0,F
a02f400000KbGf4AAF,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,1397.0,
a02f400000KbGf5AAF,2019-08-24,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1396.0,
a02f4000006n7OFAAY,2015-08-20,2019-05-19,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,HISTORY,955.0,L
a02f400000PaNNeAAN,2020-01-27,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2217.0,F
a02f4000006n7GaAAI,2016-08-17,2017-05-18,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2216.0,W
a02f4000006n7GZAAY,2015-01-22,2015-12-09,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2215.0,L
a02f400000BlhzIAAR,2018-01-08,2018-02-20,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2213.0,W
a02f400000BlhzHAAR,2018-09-24,2019-06-28,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,2214.0,Q
a02f4000006n6wbAAA,2017-01-09,2017-04-20,2019-11-18,Withdrew,Associate's or Certificate (TBD),NSC,,,3688.0,F
a02f4000006n76LAAQ,2015-06-29,2017-06-30,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,686.0,F
a02f4000006n76KAAQ,2017-08-28,2019-05-24,2019-11-18,Graduated,Bachelor's,NSC,BS,BUSINESS ADMINISTRATION,685.0,Q
a02f400000BlhxqAAB,2018-07-02,2018-09-23,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,687.0,F
a02f4000006n74JAAQ,2015-08-31,2017-05-26,2019-11-18,Graduated,Associate's,NSC,ASSOCIATE OF ARTS,LIBERAL ARTS: SOC/BEH SCI,788.0,F
a02f4000006n74KAAQ,2017-08-23,2018-12-10,2019-11-18,Withdrew,Bachelor's,NSC,,,789.0,W
a02f4000006n6rrAAA,2016-08-23,,2019-11-18,Attending,Bachelor's,NSC,,,1514.0,F
a02f400000iSnHSAA0,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1513.0,F
a02f4000006n6s6AAA,2017-08-23,,2019-11-18,Attending,Bachelor's,NSC,,,1074.0,F
a02f400000iSn91AAC,2020-06-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1073.0,H
a02f400000Bli8nAAB,2018-09-04,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1673.0,L
a02f400000iSn9AAAS,2020-08-31,,2019-11-18,Attending,Bachelor's,NSC,,,1672.0,Q
a02f4000006n6pVAAQ,2016-08-24,2016-12-14,2019-11-18,Withdrew,Bachelor's,NSC,,,1671.0,Q
a02f4000006n72GAAQ,2014-09-22,2014-12-12,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,952.0,L
a02f4000006n72HAAQ,2014-10-02,2014-12-19,2019-11-18,Withdrew,Bachelor's,NSC,,,951.0,F
a02f4000006n73FAAQ,2017-09-20,,2019-11-18,Attending,Bachelor's,NSC,,,1288.0,F
a02f4000006n75QAAQ,2014-10-01,2019-03-22,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,HUMAN DEVELOPMENT,1800.0,F
a02f4000006n75RAAQ,2014-08-23,2014-12-18,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1799.0,L
a02f400000KbGbmAAF,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,2823.0,H
a02f400000KbGbnAAF,2019-08-24,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2822.0,H
a02f400000KbGgQAAV,2019-09-24,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1264.0,F
a02f400000Bli5AAAR,2016-09-21,,2019-11-18,Attending,Bachelor's,NSC,,,1262.0,W
a02f400000Bli59AAB,2018-06-25,2018-08-17,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1263.0,F
a02f4000006n6huAAA,2017-08-28,,2019-11-18,Attending,Bachelor's,NSC,,,1687.0,F
a02f400000KZCIHAA5,2019-06-10,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1686.0,
a02f400000Bli5VAAR,2018-06-11,2018-08-02,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1685.0,F
a02f400000Kbk7qAAB,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,3686.0,F
a02f400000KbGZBAA3,2019-08-22,,2019-11-18,Attending,Bachelor's,NSC,,,833.0,H
a02f400000iSnFOAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,1135.0,Q
a02f4000006n6lTAAQ,2016-01-11,2019-05-21,2019-11-18,Graduated,Bachelor's,NSC,,,1960.0,F
a02f4000006n73tAAA,2014-08-19,2019-05-18,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COMMUNICATION STUDIES,1763.0,H
a02f4000006n73rAAA,2017-08-21,2017-12-22,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1762.0,Q
a02f4000006n73sAAA,2015-06-15,2015-07-23,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,1761.0,F
a02f400000KbGeJAAV,2019-08-20,,2019-11-18,Attending,Bachelor's,NSC,,,1760.0,H
a02f400000iSnGQAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,2926.0,W
a02f4000006n6ppAAA,2017-08-23,2017-12-11,2019-11-18,Withdrew,Bachelor's,NSC,,,2381.0,L
a02f400000iSnD0AAK,2020-08-18,,2019-11-18,Attending,Bachelor's,NSC,,,2380.0,W
a02f4000006n72dAAA,2016-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,2035.0,F
a02f400000iSnEGAA0,2020-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,2207.0,W
a02f400000KbGY2AAN,2019-08-14,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,1216.0,W
a02f4000006n6zUAAQ,2017-08-23,2018-12-17,2019-11-18,Withdrew,Bachelor's,NSC,,,1215.0,
a02f400000KbGhbAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,2366.0,L
a02f400000BlhxuAAB,2018-08-21,2019-05-13,2019-11-18,Withdrew,Bachelor's,NSC,,,2367.0,F
a02f400000Bli63AAB,2018-06-18,,2019-11-18,Attending,Bachelor's,NSC,,,910.0,F
a02f4000006n7IvAAI,2013-07-01,2018-03-30,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,909.0,F
a02f400000KbGiPAAV,2019-09-30,,2019-11-18,Attending,Bachelor's,NSC,,,3701.0,
a02f4000006n6kVAAQ,2017-09-25,2018-06-15,2019-11-18,Transferred out,Bachelor's,NSC,,,3700.0,L
a02f400000Bli4UAAR,2018-09-24,2019-06-28,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,3699.0,L
a02f400000Bli2XAAR,2018-08-11,2019-03-29,2019-11-18,Withdrew,Bachelor's,NSC,,,1260.0,W
a02f400000KbGgcAAF,2019-09-23,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3264.0,L
a02f400000PaNNxAAN,2020-01-06,2020-03-21,2018-11-28,Withdrew,Associate's or Certificate (TBD),Coordinator Verified,,,467.0,W
a02f400000G1i5nAAB,2019-01-15,,2019-11-18,Attending,Associate's or Certificate (TBD),NSC,,,3354.0,H
a02f4000006n6yzAAA,2016-09-21,2016-12-11,2019-11-18,Withdrew,Bachelor's,NSC,,,3353.0,F
a02f4000006n6yyAAA,2014-09-24,2015-03-22,2019-11-18,Withdrew,Bachelor's,NSC,,,3352.0,H
a02f4000006n6siAAA,2017-01-17,2017-08-17,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,921.0,H
a02f400000PaNO6AAN,2016-05-23,2016-08-18,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,920.0,L
a02f4000006n6sjAAA,2015-08-24,2019-05-18,2019-11-18,Graduated,Bachelor's,NSC,B.S.,BIOLOGY,919.0,L
a02f4000006n7GzAAI,2016-08-24,,2019-11-18,Attending,Bachelor's,NSC,,,4251.0,
a02f400000BlhyXAAR,2018-07-02,2018-09-23,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,4252.0,Q
a02f400000BlhyYAAR,2018-04-09,2018-09-14,2019-11-18,Transferred out,Associate's or Certificate (TBD),NSC,,,4250.0,F
a02f400000Kbk7pAAB,2019-09-25,,2019-11-18,Attending,Bachelor's,NSC,,,1147.0,Q
a02f4000006n7FEAAY,2016-09-07,2017-05-08,2019-11-18,Transferred out,Bachelor's,NSC,,,2589.0,F
a02f400000KbGioAAF,2019-08-21,,2019-11-18,Attending,Bachelor's,NSC,,,1564.0,F
a02f4000006n6h6AAA,2015-08-25,2019-05-18,2019-11-18,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PSYCHOLOGY,2816.0,Q
